Bus Name,Bus Type,From,To,Price,Starting Point,Ending Point,Seat Available,Start Time,Reach Time,Total Travel Time,Bus Rating,Links
KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,Kozhikode,Thrissur,253,"Ksrtc b s, mavoor rd",KSRTC Bus Stand,18 Seats available,23:30,02:35,03h 05m,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 516,Super Express Non AC Seater Air Bus (2+2),Kozhikode,Thrissur,216,Kozhikode,Thrissur,17 Seats available,23:45,02:05,02h 20m,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 345,Super Fast Non AC Seater (2+3),Kozhikode,Thrissur,181,Kozhikode,Thrissur,44 Seats available,23:55,03:35,03h 40m,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 505,Super Express Non AC Seater Air Bus (2+2),Kozhikode,Thrissur,216,Kozhikode,Thrissur,2 Seats available,23:59,02:15,02h 16m,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
EMERALD TRAVELS,A/C Sleeper (2+1),Kozhikode,Thrissur,1000,Kozhikode,Thrissur,7 Seats available,21:55,00:30,02h 35m,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KP Travels,NON AC Mini Bus (2+2),Kozhikode,Thrissur,1200,MM Ali road,Thrissur,1 Seat available,22:00,00:55,02h 55m,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
BLM Transports,A/C Sleeper (2+1),Kozhikode,Thrissur,903,Calicut P KABEER TRAVELS MM...,Thrissur,16 Seats available,22:00,01:00,03h 00m,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Kozhikode,Thrissur,850,Kallada Tours & Travels M M A...,Sakthan Thamburan Bus Stand,16 Seats available,23:15,01:41,02h 26m,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),Kozhikode,Thrissur,799,M.M Ali Road Calicut,KSRTC Bus Stand,22 Seats available,23:30,01:55,02h 25m,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),Kozhikode,Thrissur,899,M.M Ali Road Calicut,KSRTC Bus Stand,12 Seats available,23:30,01:10,01h 40m,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
A1 Travels,Bharat Benz A/C Sleeper (2+1),Kozhikode,Thrissur,900,Calicut,Trissur Town,19 Seats available,23:30,01:30,02h 00m,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Surya Connect,Volvo A/C Semi Sleeper (2+2),Kozhikode,Thrissur,580,Calicut,Thrissur Town,23 Seats available,23:55,03:35,03h 40m,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Cochin Express,A/C Seater Push Back (2+2),Kozhikode,Thrissur,700,Calicut,Thrissur,41 Seats available,23:55,03:35,03h 40m,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Kozhikode,Thrissur,630,Chemancheri,Thrissur,47 Seats available,23:55,03:30,03h 35m,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Arya Travels,A/C Sleeper (2+1),Kozhikode,Thrissur,695,MM Ali road,KSRTC Bus Stand,6 Seats available,23:58,03:30,03h 32m,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Kozhikode,Thrissur,700,Calicut,Thrissur,18 Seats available,23:59,03:30,03h 31m,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Kalpaka Travels 1,A/C Sleeper (2+1),Kozhikode,Thrissur,800,MM Ali Road,Thrissur,10 Seats available,23:59,03:45,03h 46m,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Arya Travels,A/C Sleeper (2+1),Kozhikode,Thrissur,749,Kozhikode,KSRTC Bus Stand,14 Seats available,23:59,03:15,03h 16m,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Arya Travels,A/C Semi Sleeper (2+2),Kozhikode,Thrissur,549,Kozhikode,KSRTC Bus Stand,22 Seats available,23:59,03:15,03h 16m,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Kalpaka Travels 1,A/C Semi Sleeper (2+2),Kozhikode,Thrissur,550,MM Ali Road,Thrissur,23 Seats available,23:59,03:40,03h 41m,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Cochin Express,A/C Sleeper (2+1),Kozhikode,Thrissur,850,Calicut,Thrissur,5 Seats available,23:59,03:30,03h 31m,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Kozhikode,Thrissur,630,KOZHIKODE,Thrissur,2 Seats available,00:20,03:30,03h 10m,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,Kozhikode,Thrissur,700,Palayam,KSRTC Bus Stand,28 Seats available,21:45,00:45,03h 00m,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur?fromCityId=74661&toCityId=995&fromCityName=Kozhikode&toCityName=Thrissur&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,Thiruvananthapuram,Kozhikode,723,East Thampanoor,Kozhikode,15 Seats available,19:00,05:10,10h 10m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),Thiruvananthapuram,Kozhikode,565,East Thampanoor,"Ksrtc b s, mavoor rd",10 Seats available,19:10,04:20,09h 10m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 425,Super Express Non AC Seater Air Bus (2+2),Thiruvananthapuram,Kozhikode,545,East Thampanoor,"Ksrtc b s, mavoor rd",3 Seats available,19:15,04:10,08h 55m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 507,Super Express Non AC Seater Air Bus (2+2),Thiruvananthapuram,Kozhikode,565,Thampanoor,Kozhikode,4 Seats available,20:00,03:35,07h 35m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 2894,Low Floor AC Seater 2+2,Thiruvananthapuram,Kozhikode,742,East Thampanoor,Kozhikode,16 Seats available,20:01,06:26,10h 25m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),Thiruvananthapuram,Kozhikode,586,Thampanoor,Kozhikode,9 Seats available,20:45,04:40,07h 55m,3.5,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 1855,Low Floor AC Seater 2+2,Thiruvananthapuram,Kozhikode,723,East Thampanoor,"Ksrtc b s, mavoor rd",8 Seats available,21:00,07:00,10h 00m,2.2,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 1124,Super Express Non AC Seater Air Bus (2+2),Thiruvananthapuram,Kozhikode,586,Thampanoor,Kozhikode,16 Seats available,21:01,05:45,08h 44m,2.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),Thiruvananthapuram,Kozhikode,565,East Thampanoor,"Ksrtc b s, mavoor rd",5 Seats available,21:10,06:13,09h 03m,3.3,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,Thiruvananthapuram,Kozhikode,742,East Thampanoor,"Ksrtc b s, mavoor rd",7 Seats available,22:00,07:50,09h 50m,2.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),Thiruvananthapuram,Kozhikode,515,East Thampanoor,"Ksrtc b s, mavoor rd",32 Seats available,22:05,08:35,10h 30m,2.8,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 2026,Super Express Non AC Seater Air Bus (2+2),Thiruvananthapuram,Kozhikode,565,Thampanoor,Kozhikode,27 Seats available,22:35,08:02,09h 27m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 2366,Low Floor AC Seater 2+2,Thiruvananthapuram,Kozhikode,723,East Thampanoor,Kozhikode,23 Seats available,23:00,09:15,10h 15m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),Thiruvananthapuram,Kozhikode,586,East Thampanoor,"Ksrtc b s, mavoor rd",21 Seats available,23:45,07:25,07h 40m,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
BLM Transports,A/C Sleeper (2+1),Thiruvananthapuram,Kozhikode,903,Aristo Junction,calicut,10 Seats available,20:15,05:00,08h 45m,4.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),Thiruvananthapuram,Kozhikode,1099,Attingal,New Bus Stand Kozhikode,4 Seats available,17:40,03:40,10h 00m,4.6,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),Thiruvananthapuram,Kozhikode,750,Aristo Junction,Calicut,26 Seats available,20:30,05:00,08h 30m,2.5,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
A1 Travels,Bharat Benz A/C Sleeper (2+1),Thiruvananthapuram,Kozhikode,900,Aristo Junction,Calicut,8 Seats available,19:00,04:00,09h 00m,2.6,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Thiruvananthapuram,Kozhikode,849,Thampanoor,KSRTC Bus Stand,19 Seats available,20:45,04:50,08h 05m,4.1,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
A1 Travels,NON A/C Semi Sleeper (2+2),Thiruvananthapuram,Kozhikode,550,Aristo Junction,Calicut,33 Seats available,21:00,06:30,09h 30m,3.5,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
A1 Travels,A/C Seater / Sleeper (2+1),Thiruvananthapuram,Kozhikode,650,Pattam,Calicut,28 Seats available,21:35,07:00,09h 25m,3.3,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),Thiruvananthapuram,Kozhikode,750,Aristo Junction,Calicut,17 Seats available,20:15,05:30,09h 15m,2.9,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Thiruvananthapuram,Kozhikode,1250,Kottiyam Town,Kallada Tours & Travels M M A...,1 Seat available,17:40,03:51,10h 11m,2.8,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Thiruvananthapuram,Kozhikode,800,TRIVANDRUM MEGHATRAVELS,Calicut,7 Seats available,17:45,03:40,09h 55m,2.8,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),Thiruvananthapuram,Kozhikode,800,Near South Indian Bank,New Bus Stand,26 Seats available,19:30,04:30,09h 00m,1.9,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
LIYAS TOURS,A/C Seater / Sleeper (2+1),Thiruvananthapuram,Kozhikode,549,Model School,New Bus Stand Kozhikode,27 Seats available,20:30,06:05,09h 35m,4.6,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Thiruvananthapuram,Kozhikode,949,Thampanoor,KSRTC Bus Stand,18 Seats available,20:40,04:30,07h 50m,4.2,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
EMERALD TRAVELS,A/C Semi Sleeper (2+2),Thiruvananthapuram,Kozhikode,800,Near South Indian Bank,CALICUT UNIVERCITY,36 Seats available,19:30,04:25,08h 55m,1.9,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode?fromCityId=71425&toCityId=74661&fromCityName=Thiruvananthapuram&toCityName=Kozhikode&busType=Any&srcCountry=IND&destCountry=IND&onward=31-Aug-2024
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),Bangalore,Kannur,548,Satellite Bus Stand,Kannur,6 Seats available,21:16,04:05,06h 49m,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),Bangalore,Kannur,579,Satellite Bus Stand,Kannur,6 Seats available,21:30,05:45,08h 15m,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),Bangalore,Kannur,568,Satellite Bus Stand,Kannur,4 Seats available,23:01,06:46,07h 45m,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),Bangalore,Kannur,949,Kalasipalyam,Kannur,7 Seats available,22:45,04:45,06h 00m,4.6,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
MMK Travels,A/C Sleeper (2+1),Bangalore,Kannur,850,Majestic,Kannur,14 Seats available,22:15,05:30,07h 15m,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
NS Transports,A/C Sleeper (2+1),Bangalore,Kannur,1000,Kalasipalyam,Puthiyatheru,17 Seats available,22:15,05:35,07h 20m,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
AdSAAM BUS,VE A/C Sleeper (2+1),Bangalore,Kannur,800,Dasarahalli,KSRTC Caltex,15 Seats available,20:10,04:45,08h 35m,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Ashoka Travel and Logistics,A/C Sleeper (2+1),Bangalore,Kannur,900,Kalasipalyam,Kannur,4 Seats available,21:45,05:30,07h 45m,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),Bangalore,Kannur,799,Kalasipalyam,Kannur,7 Seats available,22:30,04:45,06h 15m,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),Bangalore,Kannur,899,Kalasipalyam,Kannur,4 Seats available,21:45,05:25,07h 40m,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Kalpaka Travels,A/C Sleeper (2+1),Bangalore,Kannur,1000,Kalasipalyam,Kannur,9 Seats available,22:10,05:00,06h 50m,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
NS Transports,NON A/C Sleeper (2+1),Bangalore,Kannur,799,Kalasipalyam,Dharmasala,2 Seats available,22:45,05:20,06h 35m,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
NS Transports,Non A/C Seater / Sleeper (2+1),Bangalore,Kannur,700,Kalasipalyam,Puthiyatheru,6 Seats available,22:00,06:00,08h 00m,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),Bangalore,Kannur,800,Kalasipalyam,Kannur,6 Seats available,22:30,05:45,07h 15m,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),Bangalore,Kannur,700,Kalasipalyam,Kannur,12 Seats available,21:45,05:20,07h 35m,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Sugama Tourist,A/C Sleeper (2+1),Bangalore,Kannur,800,Madiwala,Fort Road,11 Seats available,22:00,05:30,07h 30m,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
National travels and logistics,Non A/C Seater / Sleeper (2+1),Bangalore,Kannur,599,Kalasipalyam,Chala Bypass,6 Seats available,22:40,05:45,07h 05m,3.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
P K Travels,NON A/C Semi Sleeper (2+2),Bangalore,Kannur,700,Kalasipalyam,Kannur,21 Seats available,21:45,05:00,07h 15m,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
GOLDEN TRAVEL AGENCIES,Non AC Seater (2+2),Bangalore,Kannur,699,Kalasipalyam,Kannur,20 Seats available,22:15,05:00,06h 45m,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Arya Travels,A/C Sleeper (2+1),Bangalore,Kannur,795,White Field,Narath,1 Seat available,19:45,05:10,09h 25m,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),Bangalore,Kannur,700,Kalasipalyam,Kannur,16 Seats available,22:00,05:40,07h 40m,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),Bangalore,Kannur,800,Kalasipalyam,Kannur,9 Seats available,22:00,05:00,07h 00m,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur?fromCityId=122&toCityId=558&fromCityName=Bangalore&toCityName=Kannur&busType=Any&onward=31-Aug-2024
