Bus_Name,Bus_Type,From,To,Price,Starting_Point,Ending_Point,Seat_Available,Start_Time,Reach_Time,Total_Travel_Time,Bus_Rating,Links
APSRTC - 2561,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Central Bus Station (CBS,Rtc bus stand,22 Seats available,17:15,22:45,05h 30m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2674,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Jeedimetla,Rtc bus stand,17 Seats available,17:30,01:20,07h 50m,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,25 Seats available,17:55,01:45,07h 50m,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,670.0,Kukatpally,Rtc bus stand,40 Seats available,18:25,01:30,07h 05m,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),Hyderabad,Vijayawada,595.0,Kukatpally,Rtc bus stand,27 Seats available,18:55,01:15,06h 20m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,17 Seats available,19:25,02:15,06h 50m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2563,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Central Bus Station (CBS),Rtc bus stand,38 Seats available,19:30,01:25,05h 55m,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2680,VENNELA (A.C. SLEEPER),Hyderabad,Vijayawada,781.0,Kukatpally,Rtc bus stand,18 Seats available,19:45,02:00,06h 15m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2798,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,31 Seats available,19:55,02:30,06h 35m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,469.0,Ecil,Rtc bus stand,23 Seats available,20:00,02:45,06h 45m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3622,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Bhel,IBRAHIMPATNAM-VJA,26 Seats available,20:00,03:35,07h 35m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,20 Seats available,20:10,03:20,07h 10m,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2876,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,565.0,Bhel,Rtc bus stand,27 Seats available,20:15,03:55,07h 40m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),Hyderabad,Vijayawada,595.0,Shamshabad,Rtc bus stand,39 Seats available,20:15,02:15,06h 00m,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,22 Seats available,20:25,03:00,06h 35m,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,670.0,Kukatpally,Rtc bus stand,33 Seats available,20:25,02:30,06h 05m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 24262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,469.0,Uppal,Rtc bus stand,10 Seats available,20:30,02:00,05h 30m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3962,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,27 Seats available,20:35,03:35,07h 00m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,28 Seats available,20:35,03:00,06h 25m,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,25 Seats available,20:40,03:45,07h 05m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,565.0,Kukatpally,Rtc bus stand,33 Seats available,20:40,02:45,06h 05m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),Hyderabad,Vijayawada,595.0,Kukatpally,Rtc bus stand,23 Seats available,20:40,03:00,06h 20m,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3697,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,607.0,Ecil,Rtc bus stand,9 Seats available,20:45,03:45,07h 00m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,607.0,A S Rao Nagar,Rtc bus stand,18 Seats available,21:00,04:00,07h 00m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,414.0,Kukatpally,IBRAHIMPATNAM-VJA,27 Seats available,21:00,03:40,06h 40m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 37801,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,19 Seats available,21:00,03:45,06h 45m,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,8 Seats available,21:00,04:15,07h 15m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,670.0,Kukatpally,Rtc bus stand,29 Seats available,21:05,04:00,06h 55m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3969,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,19 Seats available,21:05,03:15,06h 10m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,14 Seats available,21:05,03:30,06h 25m,2.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,26 Seats available,21:15,04:40,07h 25m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4888,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,28 Seats available,21:15,03:30,06h 15m,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,414.0,Kukatpally,Benz Circle,21 Seats available,21:20,04:50,07h 30m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 95703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,420.0,Kukatpally,IBRAHIMPATNAM-VJA,20 Seats available,21:25,03:30,06h 05m,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3911,INDRA(A.C. Seater),Hyderabad,Vijayawada,500.0,Jeedimetla,IBRAHIMPATNAM-VJA,33 Seats available,21:30,03:45,06h 15m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4795,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,29 Seats available,21:30,04:00,06h 30m,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,19 Seats available,21:35,03:45,06h 10m,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3883,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Kukatpally,IBRAHIMPATNAM-VJA,29 Seats available,21:35,04:05,06h 30m,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,19 Seats available,21:35,04:15,06h 40m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Kukatpally,IBRAHIMPATNAM-VJA,24 Seats available,21:38,04:05,06h 27m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4920,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,26 Seats available,21:40,04:00,06h 20m,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Kukatpally,Benz Circle,31 Seats available,21:45,04:50,07h 05m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,469.0,Ecil,Rtc bus stand,6 Seats available,21:45,04:15,06h 30m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4936,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,565.0,Kukatpally,Rtc bus stand,12 Seats available,21:45,03:45,06h 00m,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4996,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,28 Seats available,21:55,04:15,06h 20m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Kukatpally,Benz Circle,22 Seats available,21:55,05:05,07h 10m,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 35136,INDRA(A.C. Seater),Hyderabad,Vijayawada,500.0,Kukatpally,IBRAHIMPATNAM-VJA,30 Seats available,21:58,04:00,06h 02m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,633.0,Kukatpally,IBRAHIMPATNAM-VJA,37 Seats available,22:00,03:49,05h 49m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,34 Seats available,22:00,05:30,07h 30m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Jeedimetla,IBRAHIMPATNAM-VJA,23 Seats available,22:00,04:45,06h 45m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,27 Seats available,22:00,05:30,07h 30m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,21 Seats available,22:10,05:15,07h 05m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3691,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,19 Seats available,22:10,04:30,06h 20m,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4340,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,Rtc bus stand,13 Seats available,22:10,05:00,06h 50m,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,517.0,Kukatpally,Rtc bus stand,13 Seats available,22:10,04:30,06h 20m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,444.0,Ecil,Benz Circle,14 Seats available,22:15,05:35,07h 20m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,25 Seats available,22:20,04:45,06h 25m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),Hyderabad,Vijayawada,595.0,Kukatpally,Rtc bus stand,19 Seats available,22:25,05:00,06h 35m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 49334,NIGHT RIDER (SEATER CUM SLEEPER),Hyderabad,Vijayawada,595.0,Kukatpally,Rtc bus stand,26 Seats available,22:25,04:30,06h 05m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3582,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,635.0,Kukatpally,IBRAHIMPATNAM-VJA,24 Seats available,22:25,04:30,06h 05m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,26 Seats available,22:30,05:20,06h 50m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 1445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,414.0,Mehdipatnam,Benz Circle,29 Seats available,22:30,05:30,07h 00m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 9365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,446.0,Kukatpally,IBRAHIMPATNAM-VJA,24 Seats available,22:30,05:00,06h 30m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3560,INDRA(A.C. Seater),Hyderabad,Vijayawada,567.0,A S Rao Nagar,IBRAHIMPATNAM-VJA,26 Seats available,22:30,03:45,05h 15m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3824,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,30 Seats available,22:30,05:10,06h 40m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4791,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,720.0,Kukatpally,Rtc bus stand,24 Seats available,22:40,05:00,06h 20m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 35120,INDRA(A.C. Seater),Hyderabad,Vijayawada,528.0,Kukatpally,IBRAHIMPATNAM-VJA,28 Seats available,22:45,04:45,06h 00m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,633.0,Kukatpally,IBRAHIMPATNAM-VJA,37 Seats available,22:45,04:35,05h 50m,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3839,VENNELA (A.C. SLEEPER),Hyderabad,Vijayawada,737.0,Kukatpally,IBRAHIMPATNAM-VJA,3 Seats available,22:45,04:20,05h 35m,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3952,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Rtc bus stand,23 Seats available,22:45,05:15,06h 30m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,444.0,Kukatpally,Benz Circle,21 Seats available,22:50,05:50,07h 00m,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 23703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Central Bus Station (CBS,Rtc bus stand,26 Seats available,23:00,04:00,05h 00m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Central Bus Station (CBS,Benz Circle,33 Seats available,23:00,05:15,06h 15m,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),Hyderabad,Vijayawada,565.0,Kukatpally,Benz Circle,15 Seats available,23:10,05:25,06h 15m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
