Bus_Name,Bus_Type,From,To,Price,Starting_Point,Ending_Point,Seat_Available,Start_Time,Reach_Time,Total_Travel_Time,Bus_Rating,Links
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),Chandigarh,Kullu,516.0,Chandigarh,Near By Pass Kullu,41 Seats available,23:45,07:00,07h 15m,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),Chandigarh,Kullu,849.0,Chandigarh,Kullu,31 Seats available,23:50,05:50,06h 00m,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),Chandigarh,Kullu,799.0,Chandigarh University Sahibza...,Kullu,30 Seats available,23:55,06:10,06h 15m,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),Chandigarh,Kullu,475.0,Chandni Chowk,Kullu,17 Seats available,23:59,06:30,06h 31m,4.4,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),Chandigarh,Kullu,899.0,Chandigarh,Kullu,33 Seats available,23:59,06:00,06h 01m,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Everest Holidays,Volvo A/C Semi Sleeper (2+2),Chandigarh,Kullu,863.0,Chandni Chowk,Kullu Vaishno Temple,34 Seats available,23:59,06:15,06h 16m,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),Chandigarh,Kullu,799.0,Sec 43,Kullu,30 Seats available,01:00,06:10,05h 10m,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Ankush travels,Volvo A/C Semi Sleeper (2+2),Chandigarh,Kullu,999.0,Isbt 43 bus stand,Bypass (kullu),41 Seats available,22:00,02:30,04h 30m,Not available,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),Chandigarh,Kullu,649.0,Chandni Chowk,Kullu,21 Seats available,22:00,06:45,08h 45m,2.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),Chandigarh,Kullu,1199.0,Chandni Chowk,Kullu,49 Seats available,22:20,04:35,06h 15m,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),Chandigarh,Kullu,399.0,Tribune Chowk Sector 31B,Kullu By Pass Indian Oil Pump,49 Seats available,23:20,05:15,05h 55m,2.7,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),Chandigarh,Kullu,699.0,Sec 43 Chandigarh,Kullu Shani Temple,37 Seats available,23:30,06:30,07h 00m,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),Chandigarh,Kullu,539.0,Chandigarh Zirakhpur,Shani Mandir,13 Seats available,23:45,08:15,08h 30m,2.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Chandigarh,Kullu,749.0,Chandni Chowk,Kullu,39 Seats available,23:58,05:30,05h 32m,2.6,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
SWAGATAM TOUR HOLIDAY,Volvo AC Seater (2+2),Chandigarh,Kullu,1499.0,Zirak pur,Kullu,35 Seats available,23:59,06:00,06h 01m,Not available,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),Chandigarh,Kullu,1649.0,Sohana Gurdwara Sahib,Kullu Bypass,41 Seats available,23:40,06:50,07h 10m,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-kullu?fromCityId=833&toCityId=756&fromCityName=Chandigarh&toCityName=Kullu&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,Kangra,Chandigarh,655.0,Bus Stand,CHANDIGARH,23 Seats available,18:30,00:05,05h 35m,3.4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,Kangra,Chandigarh,403.0,Bus Stand,CHANDIGARH,14 Seats available,19:00,00:40,05h 40m,4.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 951,Ordinary 3+2 Non AC Seater,Kangra,Chandigarh,365.0,Bus Stand,CHANDIGARH,30 Seats available,19:25,00:45,05h 20m,4.4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 925,A/C Executive (2+3),Kangra,Chandigarh,415.0,Bus Stand,CHANDIGARH,44 Seats available,19:55,02:00,06h 05m,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 43,Himsuta AC Seater Volvo/Scania 2+2,Kangra,Chandigarh,688.0,Bus Stand,CHANDIGARH,31 Seats available,20:15,01:15,05h 00m,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,Kangra,Chandigarh,683.0,Bus Stand,CHANDIGARH,31 Seats available,20:40,02:15,05h 35m,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 1152,Ordinary 3+2 Non AC Seater,Kangra,Chandigarh,365.0,Bus Stand,CHANDIGARH,35 Seats available,21:30,03:00,05h 30m,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 1103,A/C Executive (2+3),Kangra,Chandigarh,395.0,Bus Stand,CHANDIGARH,41 Seats available,21:55,03:00,05h 05m,5.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 927,Ordinary 3+2 Non AC Seater,Kangra,Chandigarh,377.0,Bus Stand,CHANDIGARH,36 Seats available,22:05,04:15,06h 10m,4.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 1116,A/C Executive (2+3),Kangra,Chandigarh,425.0,Bus Stand,CHANDIGARH,20 Seats available,22:35,04:05,05h 30m,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kangra,Chandigarh,540.0,Kangra Lenskart Showroom,Tribune Chowk Sector 31B,17 Seats available,19:10,01:00,05h 50m,4.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,VE A/C Semi Sleeper (2+2),Kangra,Chandigarh,664.0,Kangra Lenskart Showroom,Tribune Chowk Sector 31B,27 Seats available,19:35,23:55,04h 20m,4.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),Kangra,Chandigarh,585.0,Old Sdm Court By Pass(Kangra),Zirakpur (Near KFC),12 Seats available,19:45,01:00,05h 15m,5.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),Kangra,Chandigarh,535.0,Bus Stand,Sec 43,15 Seats available,20:10,01:05,04h 55m,4.8,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),Kangra,Chandigarh,500.0,Woodland Showroom Kangra,Sohana Gurdwara Sahib,16 Seats available,20:10,01:15,05h 05m,4.4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kangra,Chandigarh,570.0,Kangra,Sec 43,9 Seats available,20:20,01:30,05h 10m,4.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kangra,Chandigarh,640.0,Kangra,Sec 43,19 Seats available,20:30,01:10,04h 40m,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),Kangra,Chandigarh,523.0,Kangra By pass Near Tehsil Chowk,Tribune Chowk Sector 31B,26 Seats available,20:30,01:50,05h 20m,4.8,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),Kangra,Chandigarh,630.0,Kangra By-Pass,Zirakpur (Near KFC),8 Seats available,20:30,01:45,05h 15m,4.7,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),Kangra,Chandigarh,450.0,Kangra Lenskart Showroom,Tribune Chowk Sector 31B,26 Seats available,20:45,02:00,05h 15m,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),Kangra,Chandigarh,600.0,SDM Court By-Pass Kangra,Sohana Gurdwara Sahib,19 Seats available,20:45,01:30,04h 45m,4.4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),Kangra,Chandigarh,490.0,Kangra,Sec 43,24 Seats available,21:10,01:50,04h 40m,4.8,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kangra,Chandigarh,450.0,Kangra Lenskart Showroom,Tribune Chowk Sector 31B,29 Seats available,21:45,02:35,04h 50m,5.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),Kangra,Chandigarh,449.0,Kangra By pass Near Tehsil Chowk,Tribune Chowk Sector 31B,23 Seats available,22:00,03:20,05h 20m,3.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),Kangra,Chandigarh,600.0,Kangra Bypass,Chandigarh Sector 78,23 Seats available,22:00,02:30,04h 30m,4.1,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),Kangra,Chandigarh,630.0,Near Bus Stand (Gaurav Hotel),Zirakpur (Near KFC),20 Seats available,22:15,02:45,04h 30m,4.3,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),Kangra,Chandigarh,430.0,Bus Stand,Sec 43,35 Seats available,22:15,02:55,04h 40m,5.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kangra,Chandigarh,475.0,Kangra Lenskart Showroom,Tribune Chowk Sector 31B,25 Seats available,22:30,03:20,04h 50m,4.8,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Northern Travels,Volvo A/C Semi Sleeper (2+2),Kangra,Chandigarh,600.0,Kangra,Sohana Gurdwara Sahib,9 Seats available,19:45,01:00,05h 15m,2.7,https://www.redbus.in/bus-tickets/kangra-to-chandigarh?fromCityId=1530&toCityId=833&fromCityName=Kangra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 788,Ordinary 3+2 Non AC Seater,Kullu,Chandigarh,457.0,Bus Stand,CHANDIGARH,33 Seats available,18:20,03:30,09h 10m,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,Kullu,Chandigarh,775.0,Bus Stand,CHANDIGARH,35 Seats available,18:30,01:00,06h 30m,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,Kullu,Chandigarh,775.0,Bus Stand,CHANDIGARH,31 Seats available,19:30,02:00,06h 30m,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 737,Ordinary 3+2 Non AC Seater,Kullu,Chandigarh,468.0,Bus Stand,CHANDIGARH,33 Seats available,21:20,05:00,07h 40m,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,Kullu,Chandigarh,793.0,Bus Stand,CHANDIGARH,34 Seats available,21:30,04:10,06h 40m,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 701,Ordinary 3+2 Non AC Seater,Kullu,Chandigarh,473.0,Bus Stand,CHANDIGARH,34 Seats available,22:45,05:30,06h 45m,4.2,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 713,Himsuta AC Seater Volvo/Scania 2+2,Kullu,Chandigarh,775.0,Bus Stand,CHANDIGARH,34 Seats available,23:10,06:00,06h 50m,5.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HRTC - 65,Himsuta AC Seater Volvo/Scania 2+2,Kullu,Chandigarh,793.0,Bus Stand,CHANDIGARH,33 Seats available,23:40,05:30,05h 50m,5.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),Kullu,Chandigarh,700.0,Kullu Bypass,Sec 43,12 Seats available,17:50,23:59,06h 09m,4.1,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),Kullu,Chandigarh,420.0,Kullu Vaishno Temple,SOHANA SAHIB GURUDWARA,19 Seats available,18:20,01:35,07h 15m,3.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),Kullu,Chandigarh,606.0,Near By Pass Kullu,Chandigarh,31 Seats available,18:20,23:55,05h 35m,3.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),Kullu,Chandigarh,514.0,Shani Deva Temple,Sec 43,16 Seats available,18:40,00:40,06h 00m,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),Kullu,Chandigarh,949.0,Kullu,Chandigarh,45 Seats available,18:45,02:00,07h 15m,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kullu,Chandigarh,499.0,Kullu By Pass Indian Oil Pump,Tribune Chowk Sector 31B,11 Seats available,18:45,00:30,05h 45m,5.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),Kullu,Chandigarh,949.0,Kullu,Chandigarh,35 Seats available,18:50,02:15,07h 25m,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),Kullu,Chandigarh,627.0,Kullu Bypass,Gurudwara Singh Shaheedan,1 Seat available,19:10,01:10,06h 00m,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),Kullu,Chandigarh,514.0,Shani Deva Temple,Sec 43,3 Seats available,19:45,01:40,05h 55m,4.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),Kullu,Chandigarh,470.0,Kullu bypass,Sec 43,25 Seats available,20:05,01:55,05h 50m,4.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Scania A/C Semi Sleeper (2+2),Kullu,Chandigarh,470.0,Shani Deva Temple,Sec 43,23 Seats available,20:25,01:45,05h 20m,4.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),Kullu,Chandigarh,746.0,Kullu Bypass,Gurudwara Singh Shaheedan,16 Seats available,20:25,02:05,05h 40m,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),Kullu,Chandigarh,509.0,Kullu,Sec 43,21 Seats available,20:45,04:45,08h 00m,3.1,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),Kullu,Chandigarh,664.0,Kullu ByPass,Chandni Chowk,11 Seats available,20:50,03:00,06h 10m,4.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),Kullu,Chandigarh,514.0,Shani Deva Temple,Sec 43,28 Seats available,21:30,02:40,05h 10m,5.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
FlixBus,A/C Seater (2+2),Kullu,Chandigarh,424.0,Kullu,Airport,10 Seats available,21:30,03:30,06h 00m,4.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Metahills holidays,Scania A/C Semi Sleeper (2+2),Kullu,Chandigarh,990.0,Shanidev temple kullu,Sec 43,49 Seats available,21:30,04:30,07h 00m,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),Kullu,Chandigarh,569.0,Kullu By Pass Indian Oil Pump,Tribune Chowk Sector 31B,19 Seats available,21:45,03:10,05h 25m,4.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh?fromCityId=756&toCityId=833&fromCityName=Kullu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=27-Aug-2024
